,lyric,clean_lyric
4915,It's nice to have a friend (Ooh),nice friend
4916,"Light pink sky, up on the roof",pink sky roof
4917,"Sun sinks down, no curfew",sun sinks curfew
4918,"20 questions, we tell the truth",20 questions truth
4919,"You've been stressed out lately, yeah, me too",stressed
4920,Something gave you the nerve,nerve
4921,To touch my hand,touch
4922,It's nice to have a friend (Ooh),nice friend
4923,It's nice to have a friend (Ooh),nice friend
4924,[Instrumental bridge],instrumental bridge
4925,"Church bells ring, carry me home",church bells carry
4926,Rice on the ground looks like snow,rice ground snow
4927,"Call my bluff, call you ""Babe""",bluff babe
4928,"Have my back, yeah, every day",day
4929,"Feels like home, stay in bed",feels stay
4930,The whole weekend,weekend
4931,It's nice to have a friend (Ooh),nice friend
4932,It's nice to have a friend (Ooh),nice friend
4933,It's nice to have a friend (Ooh),nice friend
4934,(Ooh),
4935,My love was as cruel as the cities I lived in,love cruel cities lived
4936,Everyone looked worse in the light,looked worse
4937,There are so many lines that I've crossed unforgiven,lines crossed unforgiven
4938,"I'll tell you the truth, but never goodbye",truth goodbye
4939,I don't wanna look at anything else now that I saw you,
4940,I don't wanna think of anything else now that I thought of you,thought
4941,I've been sleeping so long in a 20-year dark night,sleeping 20year dark night
4942,"And now I see daylight, I only see daylight",daylight daylight
4943,Luck of the draw only draws the unlucky,luck draw draws unlucky
4944,And so I became the butt of the joke,butt joke
4945,I wounded the good and I trusted the wicked,wounded good trusted wicked
4946,"Clearing the air, I breathed in the smoke",clearing air breathed smoke
4947,Maybe you ran with the wolves and refused to settle down,wolves refused settle
4948,Maybe I've stormed out of every single room in this town,stormed single room town
4949,Threw out our cloaks and our daggers because it's morning now,threw cloaks daggers morning
4950,"It's brighter now, now",brighter
4951,I don't wanna look at anything else now that I saw you,
4952,(I can never look away),
4953,I don't wanna think of anything else now that I thought of you,thought
4954,(Things will never be the same),things
4955,I've been sleeping so long in a 20-year dark night,sleeping 20year dark night
4956,(Now I'm wide awake),awake
4957,"And now I see daylight (Daylight), I only see daylight (Daylight)",daylight daylight daylight daylight
4958,"I only see daylight, daylight, daylight, daylight",daylight daylight daylight daylight
4959,"I only see daylight, daylight, daylight, daylight",daylight daylight daylight daylight
4960,And I can still see it all (In my mind),mind
4961,"All of you, all of me (Intertwined)",intertwined
4962,I once believed love would be (Black and white),believed love black white
4963,But it's golden (Golden),golden golden
4964,And I can still see it all (In my head),head
4965,Back and forth from New York (Sneaking in your bed),york sneaking
4966,I once believed love would be (Burning red),believed love burning
4967,But it's golden,golden
4968,"Like daylight, like daylight",daylight daylight
4969,"Like daylight, daylight",daylight daylight
4970,I don't wanna look at anything else now that I saw you,
4971,(I can never look away),
4972,And I don't wanna think of anything else now that I thought of you,thought
4973,(Things will never be the same),things
4974,I've been sleeping so long in a 20-year dark night,sleeping 20year dark night
4975,(Now I'm wide awake),awake
4976,"And now I see daylight (I see daylight), I only see daylight (Ah)",daylight daylight daylight
4977,"I only see daylight, daylight, daylight, daylight",daylight daylight daylight daylight
4978,"I only see daylight, daylight, daylight, daylight (Ah)",daylight daylight daylight daylight
4979,(And I can still see it all),
4980,"I only see daylight, daylight, daylight, daylight",daylight daylight daylight daylight
4981,"(And I can still see it all, back and forth from New York)",york
4982,"I only see daylight, daylight, daylight, daylight",daylight daylight daylight daylight
4983,(I once believed love would be burning red),believed love burning
4984,Like daylight,daylight
4985,It's golden like daylight,golden daylight
4986,You gotta step into the daylight and let it go,gotta step daylight
4987,"Just let it go, let it go",
4988,I wanna be defined by the things that I love,defined things love
4989,Not the things I hate,things
4990,"Not the things I'm afraid of, I'm afraid of",things afraid afraid
4991,Or the things that haunt me in the middle of the night,things haunt middle night
4992,"I, I just think that",
4993,You are what you love,love
4994,I'm like the water when your ship rolled in that night,water ship rolled night
4995,"Rough on the surface, but you cut through like a knife",surface cut knife
4996,And if it was an open-shut case,openshut case
4997,I never would've known from that look on your face,wouldve face
4998,Lost in your current like a priceless wine,lost priceless wine
4999,"The more that you say, the less I know",
5000,"Wherever you stray, I follow",stray
5001,I'm begging for you to take my hand,begging
5002,"Wreck my plans, that's my man",wreck plans
5003,Life was a willow and it bent right to your wind,life willow bent wind
5004,"Head on the pillow, I could feel you sneakin' in",head pillow feel sneakin
5005,As if you were a mythical thing,mythical
5006,Like you were a trophy or a champion ring,trophy champion
5007,And there was one prize I'd cheat to win,prize cheat
5008,"The more that you say, the less I know",
5009,"Wherever you stray, I follow",stray
5010,I'm begging for you to take my hand,begging
5011,"Wreck my plans, that's my man",wreck plans
5012,You know that my train could take you home,train
5013,Anywhere else is hollow,hollow
5014,I'm begging for you to take my hand,begging
5015,"Wreck my plans, that's my man",wreck plans
5016,Life was a willow and it bent right to your wind,life willow bent wind
5017,They count me out time and time again,count
5018,Life was a willow and it bent right to your wind,life willow bent wind
5019,But I come back stronger than a '90s trend,stronger 90s trend
5020,"Wait for the signal, and I'll meet you after dark",wait signal meet dark
5021,Show me the places where the others gave you scars,places scars
5022,Now this is an open-shut case,openshut case
5023,I guess I should've known from the look on your face,guess shouldve face
5024,Every bait-and-switch was a work of art,baitandswitch work
5025,"The more that you say, the less I know",
5026,"Wherever you stray, I follow",stray
5027,I'm begging for you to take my hand,begging
5028,"Wreck my plans, that's my man",wreck plans
5029,You know that my train could take you home,train
5030,Anywhere else is hollow,hollow
5031,I'm begging for you to take my hand,begging
5032,"Wreck my plans, that's my man",wreck plans
5033,"The more that you say, the less I know",
5034,"Wherever you stray, I follow",stray
5035,I'm begging for you to take my hand,begging
5036,"Wreck my plans, that's my man",wreck plans
5037,You know that my train could take you home,train
5038,Anywhere else is hollow,hollow
5039,I'm begging for you to take my hand,begging
5040,"Wreck my plans, that's my man",wreck plans
5041,"Hey, that's my man",
5042,That's my man,
5043,"Yeah, that's my man",
5044,Every bait-and-switch was a work of art,baitandswitch work
5045,That's my man,
5046,"Hey, that's my man",
5047,I'm begging for you to take my hand,begging
5048,"Wreck my plans, that's my man",wreck plans
5049,You booked the night train for a reason,booked night train
5050,So you could sit there in this hurt,sit hurt
5051,Bustling crowds or silent sleepers,bustling crowds silent sleepers
5052,You're not sure which is worse,worse
5053,Because I dropped your hand while dancing,dropped dancing
5054,Left you out there standing,left standing
5055,Crestfallen on the landing,crestfallen landing
5056,Champagne problems,champagne problems
5057,Your mom's ring in your pocket,moms pocket
5058,My picture in your wallet,picture wallet
5059,"Your heart was glass, I dropped it",heart glass dropped
5060,Champagne problems,champagne problems
5061,You told your family for a reason,told family
5062,You couldn't keep it in,
5063,Your sister splashed out on the bottle,sister splashed bottle
5064,Now no one's celebrating,celebrating
5065,"Dom Pérignon, you brought it",pérignon brought
5066,No crowd of friends applauded,crowd friends applauded
5067,Your hometown skeptics called it,hometown skeptics called
5068,Champagne problems,champagne problems
5069,"You had a speech, you're speechless",speech speechless
5070,Love slipped beyond your reaches,love slipped reaches
5071,And I couldn't give a reason,
5072,Champagne problems,champagne problems
5073,Joeboy 'Sip (Alcohol)' Official Lyrics & Meaning | Verified,joeboy sip alcohol official lyrics meaning verified
5074,Your Midas touch on the Chevy door,midas touch chevy door
5075,November flush and your flannel cure,november flush flannel cure
5076,"""This dorm was once a madhouse""",dorm madhouse
5077,"I made a joke, ""Well, it's made for me""",joke
5078,"How evergreen, our group of friends",evergreen group friends
5079,Don't think we'll say that word again,
5080,And soon they'll have the nerve to deck the halls,nerve deck halls
5081,That we once walked through,walked
5082,"One for the money, two for the show",money
5083,I never was ready so I watch you go,watch
5084,Sometimes you just don't know the answer,answer
5085,'Til someone's on their knees and asks you,someones knees asks
5086,"""She would've made such a lovely bride",wouldve lovely bride
5087,"What a shame she's fucked in the head,"" they said",shame fucked head
5088,But you'll find the real thing instead,find
5089,She'll patch up your tapestry that I shred,patch tapestry shred
5090,And hold your hand while dancing,hold dancing
5091,Never leave you standing,leave standing
5092,Crestfallen on the landing,crestfallen landing
5093,With champagne problems,champagne problems
5094,Your mom's ring in your pocket,moms pocket
5095,Her picture in your wallet,picture wallet
5096,You won't remember all my,remember
5097,Champagne problems,champagne problems
5098,You won't remember all my,remember
5099,Champagne problems,champagne problems
5100,And the tennis court was covered up,tennis court covered
5101,With some tent-like thing,tentlike
5102,And you asked me to dance,asked
5103,"But I said, ""Dancin' is a dangerous game""",dancin dangerous game
